Class,Subclass,SubclassCategory,Commands,Response,Label
NonBike,Not needed,NC,Practice mindful breathing techniques for relaxation,Engaging in mindful breathing exercises to promote relaxation and stress relief.,0
NonBike,Not needed,NC,Start a virtual movie appreciation club,Initiating a virtual club to discuss and appreciate movies with fellow film enthusiasts.,0
NonBike,Not needed,NC,Learn the basics of quantum computing,Exploring foundational concepts in quantum computing to understand quantum principles.,0
NonBike,Not needed,NC,Experiment with creating personalized skincare masks,Formulating DIY skincare masks with natural ingredients for a pampering experience.,0
NonBike,Not needed,NC,Practice Zentangle drawing for artistic meditation,Engaging in Zentangle drawing as a meditative and creative art form.,0
NonBike,Not needed,NC,Start a virtual plant swap community,Initiating a virtual community for plant enthusiasts to swap and share plants.,0
NonBike,Not needed,NC,Learn to make homemade nut butter,Mastering the art of creating delicious nut butter from scratch.,0
NonBike,Not needed,NC,Experiment with creating DIY natural air fresheners,Designing natural air fresheners using essential oils for a pleasant environment.,0
NonBike,Not needed,NC,Practice Feldenkrais exercises for body awareness,Engaging in Feldenkrais exercises to enhance body awareness and movement.,0
NonBike,Not needed,NC,Start a virtual chess tactics training group,Initiating a virtual group for chess enthusiasts to practice and improve tactical skills.,0
NonBike,Not needed,NC,Learn the basics of origami modular folding,Exploring modular origami folding techniques to create intricate three-dimensional structures.,0
NonBike,Not needed,NC,Experiment with creating personalized herbal infusions,Blending herbs to create personalized herbal infusions for soothing beverages.,0
NonBike,Not needed,NC,Practice intuitive painting for self-expression,Engaging in intuitive painting sessions to express emotions and creativity.,0
NonBike,Not needed,NC,Start a virtual mindfulness photography challenge,Initiating a virtual challenge to capture mindful moments through photography.,0
NonBike,Not needed,NC,Learn to make homemade energy bars,Mastering the art of crafting energy bars with wholesome ingredients.,0
NonBike,Not needed,NC,Experiment with creating DIY natural insecticides,Formulating natural insecticides using safe ingredients for pest control.,0
NonBike,Not needed,NC,Practice mindful yoga nidra for relaxation,Engaging in yoga nidra sessions for deep relaxation and stress reduction.,0
NonBike,Not needed,NC,Start a virtual board game design workshop,Initiating an online workshop for designing and creating custom board games.,0
NonBike,Not needed,NC,Learn the basics of bioinformatics,Exploring bioinformatics principles to analyze biological data and information.,0
NonBike,Not needed,NC,Experiment with creating personalized herbal teas,Blending herbs to create unique and flavorful herbal teas for enjoyment.,0
NonBike,Not needed,NC,Practice mindfulness through labyrinth walking,Engaging in labyrinth walking for mindfulness and meditative experiences.,0
NonBike,Not needed,NC,Learn to create digital illustrations with a tablet,Mastering the art of digital illustration using a graphics tablet.,0
NonBike,Not needed,NC,Start a virtual mindfulness journaling group,Initiating an online group for practicing mindfulness through journaling.,0
NonBike,Not needed,NC,Experiment with creating personalized bath bombs,Designing and crafting unique bath bombs with different scents.,0
NonBike,Not needed,NC,Practice laughter therapy for stress relief,Engaging in laughter therapy exercises for relaxation and mood improvement.,0
NonBike,Not needed,NC,Start a virtual community poetry slam,Initiating an online poetry slam for poets to share and showcase their work.,0
NonBike,Not needed,NC,Learn the basics of behavioral economics,Exploring behavioral economics principles to understand decision-making.,0
NonBike,Not needed,NC,Experiment with creating DIY eco-friendly laundry detergent,Creating eco-friendly laundry detergent using natural ingredients.,0
NonBike,Not needed,NC,Practice mindful eating with a focus on textures,Engaging in mindful eating exercises to appreciate food textures.,0
NonBike,Not needed,NC,Start a virtual game development workshop,Initiating an online workshop for beginners to learn and create games.,0
NonBike,Not needed,NC,Learn to make homemade vegan cheese,Mastering the art of crafting delicious vegan cheese from plant-based ingredients.,0
NonBike,Not needed,NC,Experiment with creating DIY reusable beeswax wraps,Designing eco-friendly beeswax wraps for food storage as a sustainable alternative.,0
NonBike,Not needed,NC,Practice Qigong meditation for holistic well-being,Engaging in Qigong meditation exercises for physical and mental balance.,0
NonBike,Not needed,NC,Start a virtual DIY home decor challenge,Initiating an online challenge for crafting unique and personalized home decor items.,0
NonBike,Not needed,NC,Learn the basics of cognitive psychology,Exploring cognitive psychology principles to understand mental processes.,0
NonBike,Not needed,NC,Experiment with creating personalized face masks,Designing and making personalized face masks with different patterns.,0
NonBike,Not needed,NC,Practice chair yoga for flexibility and relaxation,Engaging in chair yoga exercises for gentle stretching and relaxation.,0
NonBike,Not needed,NC,Start a virtual coding bootcamp for kids,Initiating an online coding bootcamp to teach coding skills to young learners.,0
NonBike,Not needed,NC,Learn to make homemade gluten-free bread,Mastering the art of gluten-free bread-making for a tasty alternative.,0
NonBike,Not needed,NC,Experiment with creating DIY natural deodorants,Formulating natural deodorants using safe ingredients for personal care.,0
NonBike,Not needed,NC,Practice guided visualization for creativity,Engaging in guided visualization exercises to enhance creative thinking.,0
NonBike,Not needed,NC,Start a virtual book writing club,Initiating an online club for aspiring writers to share and discuss their book projects.,0
NonBike,Not needed,NC,Learn the basics of urban permaculture,Exploring urban permaculture principles for sustainable and resilient city living.,0
NonBike,Not needed,NC,Experiment with creating DIY recycled planters,Designing and crafting planters using recycled materials for eco-friendly gardening.,0
NonBike,Not needed,NC,Practice mindfulness through scent meditation,Engaging in scent meditation exercises to promote mindfulness and relaxation.,0
NonBike,Not needed,NC,Start a virtual escape room challenge,Initiating an online escape room challenge for friends to solve puzzles and have fun.,0
NonBike,Not needed,NC,Learn to make homemade energy-efficient light bulbs,Mastering the art of creating energy-efficient light bulbs for sustainable living.,0
NonBike,Not needed,NC,Experiment with creating DIY natural toothpaste,Formulating natural toothpaste using safe and effective ingredients.,0
NonBike,Not needed,NC,Practice mindful walking in a natural labyrinth,Engaging in mindful walking within a natural labyrinth for a meditative experience.,0
NonBike,Not needed,NC,Acquire the skill of playing a different musical instrument.,Let's explore the joy of learning a new musical instrument together!,0
NonBike,Not needed,NC,Start a virtual fitness challenge,Embark on a fitness journey to boost energy and improve overall well-being.,0
NonBike,Not needed,NC,Experiment with gourmet cooking recipes,Discover the art of gourmet cooking and create delicious culinary masterpieces.,0
NonBike,Not needed,NC,Practice daily gratitude journaling,Cultivate a positive mindset by expressing gratitude in a daily journal.,0
NonBike,Not needed,NC,Start a virtual study group for a new language,Join a language study group to enhance language skills and cultural knowledge.,0
NonBike,Not needed,NC,Learn to paint with watercolors,Unleash your creativity by learning the beautiful art of watercolor painting.,0
NonBike,Not needed,NC,Experiment with indoor gardening projects,Create a green oasis at home with fun and rewarding indoor gardening projects.,0
NonBike,Not needed,NC,Practice mindfulness meditation daily,Cultivate inner peace and mindfulness through a daily meditation practice.,0
NonBike,Not needed,NC,Start a virtual book club for literature lovers,Connect with fellow book enthusiasts and dive into captivating literary discussions.,0
NonBike,Not needed,NC,Learn to code and build a personal website,Master coding skills and showcase your creativity with a personal website.,0
NonBike,Not needed,NC,Experiment with DIY home decor projects,Revamp your living space with personalized and stylish DIY home decor.,0
NonBike,Not needed,NC,Practice yoga for stress relief and flexibility,Enhance your well-being with rejuvenating yoga sessions for stress relief and flexibility.,0
NonBike,Not needed,NC,Start a virtual photography challenge,Capture the beauty of the world around you through a fun and creative photography challenge.,0
NonBike,Not needed,NC,Learn to make homemade natural skincare products,Embrace self-care by creating personalized natural skincare products.,0
NonBike,Not needed,NC,Experiment with creative writing prompts,Unlock your imagination and creativity with engaging and inspiring writing prompts.,0
NonBike,Not needed,NC,Practice mindful breathing exercises,Improve focus and reduce stress through mindful breathing exercises.,0
NonBike,Not needed,NC,Start a virtual dance fitness group,Infuse joy into your workout routine with dance fitness sessions in a virtual group.,0
NonBike,Not needed,NC,Learn to play board games online,Connect with friends and family for virtual board game nights filled with fun and laughter.,0
NonBike,Not needed,NC,Experiment with DIY recycled crafts,Turn recyclable materials into unique crafts and contribute to a sustainable lifestyle.,0
NonBike,Not needed,NC,Practice guided meditation for relaxation,Experience deep relaxation and tranquility through guided meditation sessions.,0
NonBike,Not needed,NC,Start a virtual art therapy session,Express emotions and foster well-being through engaging virtual art therapy sessions.,0
NonBike,Not needed,NC,Learn to create digital illustrations,Unleash your artistic skills by creating vibrant digital illustrations using graphic design tools.,0
NonBike,Not needed,NC,Experiment with homemade herbal teas,Discover the delightful world of herbal teas by blending your own unique combinations.,0
NonBike,Not needed,NC,Practice interval training for fitness,Boost your cardiovascular health with energizing interval training sessions.,0
NonBike,Not needed,NC,Start a virtual cooking class with friends,Connect virtually with friends and enjoy cooking together in a fun and interactive class.,0
NonBike,Not needed,NC,Learn to solve challenging puzzles,Sharpen your problem-solving skills by tackling a variety of stimulating puzzles.,0
NonBike,Not needed,NC,Experiment with DIY natural cleaning products,Transition to a chemical-free home by crafting effective DIY natural cleaning products.,0
NonBike,Not needed,NC,Practice mindfulness through nature walks,Connect with nature and foster mindfulness through serene and mindful nature walks.,0
NonBike,Not needed,NC,Start a virtual movie night with loved ones,Enjoy virtual movie nights with loved ones or creating memorable shared experiences.,0
NonBike,Not needed,NC,Learn the basics of quantum mechanics,Embark on a fascinating journey into the principles of quantum mechanics.,0
NonBike,Not needed,NC,Start a virtual coding competition,Challenge your coding skills and participate in a friendly virtual coding competition.,0
NonBike,Not needed,NC,Experiment with DIY science projects at home,Explore the wonders of science through hands-on DIY projects in the comfort of your home.,0
NonBike,Not needed,NC,Practice daily mindfulness meditation,Cultivate mindfulness with daily meditation for enhanced focus and well-being.,0
NonBike,Not needed,NC,Start a virtual book club for science fiction enthusiasts,Connect with fellow sci-fi fans and delve into captivating discussions about futuristic worlds.,0
NonBike,Not needed,NC,Learn to play a new musical instrument,Immerse yourself in the joy of learning a new musical instrument and discovering new melodies.,0
NonBike,Not needed,NC,Experiment with astronomy observation,Stargaze and explore the wonders of the night sky through astronomy observation sessions.,0
NonBike,Not needed,NC,Practice guided visualization for scientific creativity,Enhance your scientific creativity with guided visualization exercises.,0
NonBike,Not needed,NC,Start a virtual science debate group,Engage in intellectual discussions and debates on various scientific topics in a virtual group.,0
NonBike,Not needed,NC,Learn to code and simulate scientific models,Acquire coding skills to simulate and model scientific phenomena for research and exploration.,0
NonBike,Not needed,NC,Experiment with eco-friendly science experiments,Conduct eco-friendly science experiments to understand environmental concepts.,0
NonBike,Not needed,NC,Practice yoga for scientific focus and concentration,Incorporate yoga into your routine for improved focus and concentration in scientific pursuits.,0
NonBike,Not needed,NC,Start a virtual robotics workshop,Join a virtual workshop to delve into the fascinating world of robotics and automation.,0
NonBike,Not needed,NC,Explore the historical journey of scientific discoveries.,Explore the rich history of scientific breakthroughs and their impact on our understanding of the world.,0
NonBike,Not needed,NC,Experiment with DIY weather tracking,Set up a DIY weather tracking system to observe and understand local weather patterns.,0
NonBike,Not needed,NC,Practice mindfulness during scientific research,Integrate mindfulness practices into your scientific research for heightened focus and clarity.,0
NonBike,Not needed,NC,Start a virtual neuroscience discussion group,Connect with neuroscience enthusiasts to discuss the latest research and discoveries.,0
NonBike,Not needed,NC,Learn to play chess online,Challenge yourself by playing chess online and enhancing strategic thinking skills.,0
NonBike,Not needed,NC,Experiment with physics simulations,Explore physics concepts through interactive simulations to deepen your understanding.,0
NonBike,Not needed,NC,Practice daily gratitude for scientific achievements,Celebrate daily scientific achievements by expressing gratitude for advancements in knowledge.,0
NonBike,Not needed,NC,Start a virtual coding hackathon,Participate in a coding hackathon to collaborate on innovative solutions to scientific challenges.,0
NonBike,Not needed,NC,Learn about the latest advancements in biotechnology,Stay informed about cutting-edge developments in the field of biotechnology.,0
NonBike,Not needed,NC,Experiment with DIY renewable energy projects,Contribute to sustainable living by engaging in DIY projects focused on renewable energy.,0
NonBike,Not needed,NC,Practice mindfulness in laboratory work,Cultivate mindfulness during laboratory work to enhance accuracy and focus.,0
NonBike,Not needed,NC,Start a virtual discussion group on artificial intelligence,Join a discussion group to explore the ethical implications and advancements in artificial intelligence.,0
NonBike,Not needed,NC,Learn to play a strategic board game,Challenge your strategic thinking by learning and playing a new and complex board game.,0
NonBike,Not needed,NC,Experiment with chemistry demonstrations at home,Conduct safe and exciting chemistry demonstrations at home for hands-on learning.,0
NonBike,Not needed,NC,Practice mindful coding for software development,Incorporate mindfulness into your coding practices to enhance creativity and problem-solving.,0
NonBike,Not needed,NC,Start a virtual psychology study group,Connect with psychology enthusiasts to discuss the latest research and theories.,0
NonBike,Not needed,NC,Learn about ancient civilizations,Embark on a historical journey to explore the mysteries of ancient civilizations.,0
NonBike,Not needed,NC,Start a virtual history book club,Connect with fellow history enthusiasts and discuss captivating historical narratives.,0
NonBike,Not needed,NC,Experiment with DIY historical artifact replicas,Recreate historical artifacts through engaging and educational DIY projects.,0
NonBike,Not needed,NC,Practice daily mindfulness for historical reflection,Cultivate mindfulness and reflect on historical events for a deeper understanding.,0
NonBike,Not needed,NC,Start a virtual historical reenactment group,Immerse yourself in the past by participating in virtual historical reenactment events.,0
NonBike,Not needed,NC,Learn to play historical musical instruments,Discover the melodies of the past by learning to play historical musical instruments.,0
NonBike,Not needed,NC,Experiment with genealogy research,Uncover your family history through genealogy research and exploration.,0
NonBike,Not needed,NC,Practice yoga for historical appreciation,Combine yoga and historical appreciation for a holistic approach to well-being.,0
NonBike,Not needed,NC,Start a virtual historical documentary club,Engage in discussions about historical documentaries with a virtual club of history enthusiasts.,0
NonBike,Not needed,NC,Learn about lesser-known historical figures,Explore the lives and contributions of lesser-known historical figures through research.,0
NonBike,Not needed,NC,Experiment with historical clothing reproduction,Create accurate reproductions of historical clothing through hands-on DIY projects.,0
NonBike,Not needed,NC,Practice daily gratitude for historical legacies,Express gratitude for the enduring legacies left by historical figures and events.,0
NonBike,Not needed,NC,Start a virtual history trivia night with friends,Enjoy a fun-filled evening with friends while testing historical knowledge in a virtual trivia night.,0
NonBike,Not needed,NC,Learn about the history of art movements,Dive into the evolution of art through the exploration of various historical art movements.,0
NonBike,Not needed,NC,Experiment with historical recipe recreations,Recreate historical recipes to experience the flavors of the past.,0
NonBike,Not needed,NC,Practice mindfulness during historical site visits,Cultivate mindfulness while visiting historical sites to enhance appreciation.,0
NonBike,Not needed,NC,Start a virtual historical debate group,Engage in lively debates on historical topics with a virtual group of history enthusiasts.,0
NonBike,Not needed,NC,Learn about the history of scientific discoveries,Explore the history of groundbreaking scientific discoveries and their impact.,0
NonBike,Not needed,NC,Experiment with DIY historical map-making,Create historical maps through DIY projects to visualize historical landscapes.,0
NonBike,Not needed,NC,Practice historical mindfulness meditation,Incorporate mindfulness meditation into your routine to reflect on historical lessons.,0
NonBike,Not needed,NC,Start a virtual historical architecture appreciation club,Discuss and appreciate the architectural marvels of different historical periods.,0
NonBike,Not needed,NC,Learn about the history of revolutions,Study the history of revolutions and their role in shaping societies throughout time.,0
NonBike,Not needed,NC,Experiment with historical artifact preservation,Contribute to the preservation of history by engaging in DIY projects for artifact preservation.,0
NonBike,Not needed,NC,Practice daily reflection on historical quotes,Reflect on profound historical quotes to gain insights into the wisdom of the past.,0
NonBike,Not needed,NC,Start a virtual historical film screening series,Host virtual screenings of historical films and discuss their historical accuracy.,0
NonBike,Not needed,NC,Learn about the history of exploration,Discover the tales of historical explorers and their journeys to unknown lands.,0
NonBike,Not needed,NC,Experiment with historical document translation,Translate historical documents to bridge language gaps and preserve historical records.,0
NonBike,Not needed,NC,Practice historical mindfulness in daily activities,Cultivate mindfulness by incorporating historical awareness into daily activities.,0
NonBike,Not needed,NC,Start a virtual history lecture series,Attend and organize virtual lectures on diverse historical topics with renowned historians.,0
NonBike,Not needed,NC,Learn about social inequality,Explore the dynamics of social inequality and its impact on communities.,0
NonBike,Not needed,NC,Start a virtual sociology discussion group,Connect with fellow sociology enthusiasts to discuss contemporary social issues.,0
NonBike,Not needed,NC,Experiment with DIY community projects,Initiate community projects to address social challenges and promote unity.,0
NonBike,Not needed,NC,Practice daily mindfulness for social awareness,Cultivate mindfulness to increase awareness of social issues and perspectives.,0
NonBike,Not needed,NC,Start a virtual sociology book club,Engage in discussions about sociological literature with a virtual community of readers.,0
NonBike,Not needed,NC,Learn about the sociology of gender,Explore the complexities of gender roles and societal expectations in sociology.,0
NonBike,Not needed,NC,Experiment with community-building activities,Create activities that foster a sense of community and social connection.,0
NonBike,Not needed,NC,Practice social mindfulness in daily interactions,Cultivate mindfulness during social interactions for better understanding and empathy.,0
NonBike,Not needed,NC,Start a virtual sociology film club,Discuss and analyze sociological themes in films with a virtual club of film enthusiasts.,0
NonBike,Not needed,NC,Learn about the sociology of education,Understand the role of education in shaping societal norms and values.,0
NonBike,Not needed,NC,Experiment with DIY social research projects,Conduct social research projects to gain insights into local community dynamics.,0
NonBike,Not needed,NC,Practice daily gratitude for social connections,Express gratitude for the diverse social connections that enrich our lives.,0
NonBike,Not needed,NC,Start a virtual sociology podcast,Share and discuss sociological topics through a virtual podcast platform.,0
NonBike,Not needed,NC,Learn about the sociology of technology,Explore the impact of technology on social structures and relationships.,0
NonBike,Not needed,NC,Experiment with community-based art projects,Engage in art projects that highlight and celebrate community diversity.,0
NonBike,Not needed,NC,"Congratulations, You won a lottery ticket",It is a  non bike command,0
NonBike,Not needed,NC,Hooray! You've struck gold with that lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Bravo! Your luck has landed you a winning lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Fantastic news! You've clinched victory with that lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Way to go! That lottery ticket of yours is a real winner!,It is a  non bike command,0
NonBike,Not needed,NC,Cheers! You've hit the jackpot with that lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Amazing! Your lottery ticket is a ticket to fortune!,It is a  non bike command,0
NonBike,Not needed,NC,Well done! That lottery ticket is your ticket to success!,It is a  non bike command,0
NonBike,Not needed,NC,Kudos! Your lottery ticket has secured you a win!,It is a  non bike command,0
NonBike,Not needed,NC,Hip-hip-hooray! That lottery ticket has made you a winner!,It is a  non bike command,0
NonBike,Not needed,NC,Awesome! You've scored big with that lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Open the window.,It is a  non bike command,0
NonBike,Not needed,NC,Close the door.,It is a  non bike command,0
NonBike,Not needed,NC,Turn off the lights.,It is a  non bike command,0
NonBike,Not needed,NC,Adjust the thermostat.,It is a  non bike command,0
NonBike,Not needed,NC,Water the plants.,It is a  non bike command,0
NonBike,Not needed,NC,Feed the cat.,It is a  non bike command,0
NonBike,Not needed,NC,Sweep the floor.,It is a  non bike command,0
NonBike,Not needed,NC,Vacuum the carpet.,It is a  non bike command,0
NonBike,Not needed,NC,Wash the dishes.,It is a  non bike command,0
NonBike,Not needed,NC,Take out the trash.,It is a  non bike command,0
NonBike,Not needed,NC,Make the bed.,It is a  non bike command,0
NonBike,Not needed,NC,Iron the clothes.,It is a  non bike command,0
NonBike,Not needed,NC,Fold the laundry.,It is a  non bike command,0
NonBike,Not needed,NC,Hang up the coats.,It is a  non bike command,0
NonBike,Not needed,NC,Organize the pantry.,It is a  non bike command,0
NonBike,Not needed,NC,Clean the windows.,It is a  non bike command,0
NonBike,Not needed,NC,Dust the shelves.,It is a  non bike command,0
NonBike,Not needed,NC,Polish the furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Mop the floor.,It is a  non bike command,0
NonBike,Not needed,NC,Scrub the bathroom.,It is a  non bike command,0
NonBike,Not needed,NC,Wipe down the countertops.,It is a  non bike command,0
NonBike,Not needed,NC,Empty the fridge.,It is a  non bike command,0
NonBike,Not needed,NC,Restock the fridge.,It is a  non bike command,0
NonBike,Not needed,NC,Arrange the books.,It is a  non bike command,0
NonBike,Not needed,NC,Sort the mail.,It is a  non bike command,0
NonBike,Not needed,NC,Pay the bills.,It is a  non bike command,0
NonBike,Not needed,NC,File the documents.,It is a  non bike command,0
NonBike,Not needed,NC,Check the mail.,It is a  non bike command,0
NonBike,Not needed,NC,Water the garden.,It is a  non bike command,0
NonBike,Not needed,NC,Prune the bushes.,It is a  non bike command,0
NonBike,Not needed,NC,Rake the leaves.,It is a  non bike command,0
NonBike,Not needed,NC,Plant new flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Trim the hedges.,It is a  non bike command,0
NonBike,Not needed,NC,Weed the flower beds.,It is a  non bike command,0
NonBike,Not needed,NC,Harvest the vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Mulch the soil.,It is a  non bike command,0
NonBike,Not needed,NC,Repot the plants.,It is a  non bike command,0
NonBike,Not needed,NC,Install a new light bulb.,It is a  non bike command,0
NonBike,Not needed,NC,Replace the batteries.,It is a  non bike command,0
NonBike,Not needed,NC,Fix the leaky faucet.,It is a  non bike command,0
NonBike,Not needed,NC,Unclog the drain.,It is a  non bike command,0
NonBike,Not needed,NC,Paint the walls.,It is a  non bike command,0
NonBike,Not needed,NC,Hang up the picture frames.,It is a  non bike command,0
NonBike,Not needed,NC,Install the curtains.,It is a  non bike command,0
NonBike,Not needed,NC,Repair the broken chair.,It is a  non bike command,0
NonBike,Not needed,NC,Build a bookshelf.,It is a  non bike command,0
NonBike,Not needed,NC,Assemble the furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Reorganize the closet.,It is a  non bike command,0
NonBike,Not needed,NC,Declutter the garage.,It is a  non bike command,0
NonBike,Not needed,NC,Donate old clothes.,It is a  non bike command,0
NonBike,Not needed,NC,Recycle paper and plastic.,It is a  non bike command,0
NonBike,Not needed,NC,Compost food scraps.,It is a  non bike command,0
NonBike,Not needed,NC,Set the table.,It is a  non bike command,0
NonBike,Not needed,NC,Prepare breakfast.,It is a  non bike command,0
NonBike,Not needed,NC,Cook dinner.,It is a  non bike command,0
NonBike,Not needed,NC,Bake cookies.,It is a  non bike command,0
NonBike,Not needed,NC,Brew coffee.,It is a  non bike command,0
NonBike,Not needed,NC,Pour a glass of water.,It is a  non bike command,0
NonBike,Not needed,NC,Slice the bread.,It is a  non bike command,0
NonBike,Not needed,NC,Grill burgers.,It is a  non bike command,0
NonBike,Not needed,NC,Boil pasta.,It is a  non bike command,0
NonBike,Not needed,NC,Chop vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Marinate the meat.,It is a  non bike command,0
NonBike,Not needed,NC,Stir the soup.,It is a  non bike command,0
NonBike,Not needed,NC,Bake a cake.,It is a  non bike command,0
NonBike,Not needed,NC,Frost cupcakes.,It is a  non bike command,0
NonBike,Not needed,NC,Whip cream.,It is a  non bike command,0
NonBike,Not needed,NC,Grill steak.,It is a  non bike command,0
NonBike,Not needed,NC,Steam vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Poach eggs.,It is a  non bike command,0
NonBike,Not needed,NC,Fry bacon.,It is a  non bike command,0
NonBike,Not needed,NC,Roast chicken.,It is a  non bike command,0
NonBike,Not needed,NC,Blend smoothies.,It is a  non bike command,0
NonBike,Not needed,NC,Mix cocktails.,It is a  non bike command,0
NonBike,Not needed,NC,Shake martinis.,It is a  non bike command,0
NonBike,Not needed,NC,Serve appetizers.,It is a  non bike command,0
NonBike,Not needed,NC,Garnish dishes.,It is a  non bike command,0
NonBike,Not needed,NC,Plate desserts.,It is a  non bike command,0
NonBike,Not needed,NC,Pour wine.,It is a  non bike command,0
NonBike,Not needed,NC,Set up a buffet.,It is a  non bike command,0
NonBike,Not needed,NC,Arrange flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Light candles.,It is a  non bike command,0
NonBike,Not needed,NC,Hang decorations.,It is a  non bike command,0
NonBike,Not needed,NC,Inflate balloons.,It is a  non bike command,0
NonBike,Not needed,NC,Play music.,It is a  non bike command,0
NonBike,Not needed,NC,Dance in the living room.,It is a  non bike command,0
NonBike,Not needed,NC,Watch a movie.,It is a  non bike command,0
NonBike,Not needed,NC,Read a book.,It is a  non bike command,0
NonBike,Not needed,NC,Listen to a podcast.,It is a  non bike command,0
NonBike,Not needed,NC,Practice yoga.,It is a  non bike command,0
NonBike,Not needed,NC,Meditate.,It is a  non bike command,0
NonBike,Not needed,NC,Take a nap.,It is a  non bike command,0
NonBike,Not needed,NC,Call a friend.,It is a  non bike command,0
NonBike,Not needed,NC,Write in a journal.,It is a  non bike command,0
NonBike,Not needed,NC,Solve a puzzle.,It is a  non bike command,0
NonBike,Not needed,NC,Paint a picture.,It is a  non bike command,0
NonBike,Not needed,NC,Knit a scarf.,It is a  non bike command,0
NonBike,Not needed,NC,Sew a button.,It is a  non bike command,0
NonBike,Not needed,NC,Learn a new language.,It is a  non bike command,0
NonBike,Not needed,NC,Study a new skill.,It is a  non bike command,0
NonBike,Not needed,NC,Plan a vacation.,It is a  non bike command,0
NonBike,Not needed,NC,Research a topic.,It is a  non bike command,0
NonBike,Not needed,NC,Write a poem.,It is a  non bike command,0
NonBike,Not needed,NC,Cook a new recipe.,It is a  non bike command,0
NonBike,Not needed,NC,Try a new restaurant.,It is a  non bike command,0
NonBike,Not needed,NC,Visit a museum.,It is a  non bike command,0
NonBike,Not needed,NC,Attend the drama play.,It is a  non bike command,0
NonBike,Not needed,NC,Volunteer for a cause.,It is a  non bike command,0
NonBike,Not needed,NC,Donate to charity.,It is a  non bike command,0
NonBike,Not needed,NC,Foster a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Adopt a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Train a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Play fetch with a dog.,It is a  non bike command,0
NonBike,Not needed,NC,Teach tricks to a dog.,It is a  non bike command,0
NonBike,Not needed,NC,Take a cat for a walk.,It is a  non bike command,0
NonBike,Not needed,NC,Brush a pet's fur.,It is a  non bike command,0
NonBike,Not needed,NC,Bathe a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Take a pet to the vet.,It is a  non bike command,0
NonBike,Not needed,NC,Schedule a grooming appointment.,It is a  non bike command,0
NonBike,Not needed,NC,Watch a sunrise.,It is a  non bike command,0
NonBike,Not needed,NC,Watch a sunset.,It is a  non bike command,0
NonBike,Not needed,NC,Go for a hike.,It is a  non bike command,0
NonBike,Not needed,NC,Explore nature trails.,It is a  non bike command,0
NonBike,Not needed,NC,Visit a park.,It is a  non bike command,0
NonBike,Not needed,NC,Have a picnic.,It is a  non bike command,0
NonBike,Not needed,NC,Fly a kite.,It is a  non bike command,0
NonBike,Not needed,NC,Play frisbee.,It is a  non bike command,0
NonBike,Not needed,NC,Go camping.,It is a  non bike command,0
NonBike,Not needed,NC,Build a bonfire.,It is a  non bike command,0
NonBike,Not needed,NC,Tell stories around the fire.,It is a  non bike command,0
NonBike,Not needed,NC,Roast marshmallows.,It is a  non bike command,0
NonBike,Not needed,NC,Make s'mores.,It is a  non bike command,0
NonBike,Not needed,NC,Go fishing.,It is a  non bike command,0
NonBike,Not needed,NC,Ride a paddleboat.,It is a  non bike command,0
NonBike,Not needed,NC,Swim in a lake.,It is a  non bike command,0
NonBike,Not needed,NC,Dive into a pool.,It is a  non bike command,0
NonBike,Not needed,NC,Lounge in a hammock.,It is a  non bike command,0
NonBike,Not needed,NC,Climb a tree.,It is a  non bike command,0
NonBike,Not needed,NC,Go birdwatching.,It is a  non bike command,0
NonBike,Not needed,NC,Search for wildlife.,It is a  non bike command,0
NonBike,Not needed,NC,Take photos of nature.,It is a  non bike command,0
NonBike,Not needed,NC,Sketch landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Paint outdoors.,It is a  non bike command,0
NonBike,Not needed,NC,Collect seashells.,It is a  non bike command,0
NonBike,Not needed,NC,Build sandcastles.,It is a  non bike command,0
NonBike,Not needed,NC,Play beach volleyball.,It is a  non bike command,0
NonBike,Not needed,NC,Surf the waves.,It is a  non bike command,0
NonBike,Not needed,NC,Sunbathe on the shore.,It is a  non bike command,0
NonBike,Not needed,NC,Have a barbecue.,It is a  non bike command,0
NonBike,Not needed,NC,Attend a sports game.,It is a  non bike command,0
NonBike,Not needed,NC,Play basketball.,It is a  non bike command,0
NonBike,Not needed,NC,Kick a soccer ball.,It is a  non bike command,0
NonBike,Not needed,NC,Throw a football.,It is a  non bike command,0
NonBike,Not needed,NC,Practice tennis.,It is a  non bike command,0
