Class,Subclass,SubclassCategory,Commands,Response,Label,Subclass_Label_Category
Bike,Edge,Basic,Change gear to 3,The bike shifts to third gear.,1,2
Bike,Edge,Basic,Change gear to 4,The bike shifts to fourth gear.,1,2
Bike,Edge,Basic,Change gear to 5,The bike shifts to fifth gear.,1,2
Bike,Edge,Basic,Change gear to neutral,The bike is in neutral.,1,2
Bike,Edge,Basic,Brake,The bike comes to a sudden stop.,1,2
Bike,Edge,Tires/Tyres,Check tire/tyre pressure,The tire/tyre pressure is within the recommended range.,1,1
Bike,Edge,Basic,Activate turn signals,The turn signals start blinking.,1,2
Bike,Edge,Basic,Deactivate turn signals,The turn signals stop blinking.,1,2
Bike,Edge,Basic,Check engine status,The engine is running smoothly.,1,2
Bike,Edge,Battery/Fuel,Check battery status,The battery is in good condition.,1,0
Bike,Edge,Battery/Fuel,Check oil level,The oil level is within the recommended range.,1,0
Bike,Edge,Basic,Perform a U-turn,The bike makes a U-turn smoothly.,1,2
Bike,Edge,Basic,Answer phone call,You answer the incoming phone call.,1,2
Bike,Edge,Basic,Reject phone call,You reject the incoming phone call.,1,2
Bike,Edge,Basic,Send a text message to [contact],You send a text message to [contact].,1,2
Bike,Edge,Basic,Check time,The current time is [time].,1,2
Bike,Edge,Basic,Start the vehicle,Starting the vehicle,1,2
Bike,Edge,Basic,Activate cruise control,The bike maintains a constant speed using cruise control.,1,2
Bike,Edge,Basic,Deactivate cruise control,Cruise control is turned off.,1,2
Bike,Edge,Basic,Emergency stop,The bike comes to an emergency stop.,1,2
Bike,Edge,Basic,Activate parking mode,The bike enters parking mode.,1,2
Bike,Edge,Basic,Deactivate parking mode,Parking mode is turned off.,1,2
Bike,Edge,Basic,Activate hazard lights,Indicate an emergency situation with hazard lights.,1,2
Bike,Edge,Basic,Check brake fluid level,Ensure the brake fluid level is within the recommended range.,1,2
Bike,Edge,Basic,Perform a quick stop,Apply brakes gently for a controlled and quick stop.,1,2
Bike,Edge,Basic,Adjust handlebar height,Set the handlebar height for a comfortable riding posture.,1,2
Bike,Edge,Basic,Check turn signal bulbs,Ensure all turn signal bulbs are functioning properly.,1,2
Bike,Edge,Basic,Engage bike's security system,Activate the anti-theft system for security.,1,2
Bike,Edge,Battery/Fuel,Check for oil leaks,Inspect the bike for any signs of oil leakage.,1,0
Bike,Edge,Basic,Activate emergency flashers,Use emergency flashers in case of sudden stops or breakdowns.,1,2
Bike,Edge,Basic,Check for loose bolts and nuts,Regularly inspect and tighten any loose bolts or nuts.,1,2
Bike,Edge,Basic,Perform a bike safety inspection,Conduct a comprehensive safety check before every ride.,1,2
Bike,Edge,Basic,Adjust rear suspension,Set the rear suspension for a smoother ride.,1,2
Bike,Edge,Basic,Activate bike's GPS system,Use the built-in GPS for navigation and tracking.,1,2
Bike,Edge,Basic,Check for loose spokes,Inspect and tighten any loose spokes in the wheel.,1,2
Bike,Edge,Basic,Activate bike's anti-lock braking system (ABS),Utilize ABS for improved braking control.,1,2
Bike,Edge,Basic,Perform a quick acceleration test,Ensure smooth and responsive acceleration.,1,2
Bike,Edge,Basic,Activate bike's traction control system,Use traction control for stable rides on slippery surfaces.,1,2
Bike,Edge,Basic,Check for worn-out brake pads,Replace brake pads if they show signs of wear.,1,2
Bike,Edge,Basic,Activate bike's quick shifter,Use the quick shifter for seamless gear changes.,1,2
Bike,Edge,Basic,Check for exhaust system leaks,Inspect the exhaust system for any leaks or damage.,1,2
Bike,Edge,Basic,Check for loose chain tension,Adjust the chain tension to prevent slippage.,1,2
Bike,Edge,Basic,Activate bike's launch control system,Utilize launch control for optimized acceleration.,1,2
Bike,Edge,Basic,Check for tire/tyre wear and tear,Inspect Tires/Tyres regularly for signs of wear and replace if necessary.,1,2
Bike,Edge,Basic,Activate bike's quick response throttle,Use quick response throttle for rapid acceleration.,1,2
Bike,Edge,Basic,Check for loose handlebar grips,Ensure handlebar grips are securely in place.,1,2
Bike,Edge,Basic,Adjust rear brake lever position,Optimize the rear brake lever position for comfort.,1,2
Bike,Edge,Basic,Perform a chain lubrication,Apply chain lubricant for smoother operation.,1,2
Bike,Edge,Basic,Activate bike's hill start assist,Use hill start assist for easy starts on inclines.,1,2
Bike,Edge,Basic,Check for loose bolts in the exhaust,Inspect and tighten any loose bolts in the exhaust system.,1,2
Bike,Edge,Basic,Activate bike's electronic suspension adjustment,Utilize electronic suspension adjustment for customized ride comfort.,1,2
Bike,Edge,Tires/Tyres,Check for proper tire/tyre inflation,Ensure Tires/Tyres are adequately inflated for optimal performance.,1,1
Bike,Edge,Basic,Engage the quick shifter on your bike.,Utilize quick shifter for seamless downshifting.,1,2
Bike,Edge,Basic,Please check for proper throttle cable tension,Adjust throttle cable tension for precise control.,1,2
Bike,Edge,Basic,Perform a brake pad inspection,Regularly inspect brake pads for thickness and wear.,1,2
Bike,Edge,Basic,Activate bike's heated grips,Use heated grips for comfort in colder weather.,1,2
Bike,Edge,Basic,Check for loose footpegs,Ensure footpegs are securely fastened.,1,2
Bike,Edge,Tires/Tyres,Perform a bike wheel alignment check,Adjust wheel alignment for stability and even tire/tyre wear.,1,1
Bike,Edge,Basic,Activate bike's anti-wheelie control system,Use anti-wheelie control for safe wheelie maneuvers.,1,2
Bike,Edge,Basic,Check for loose bolts in the fairings,Inspect and tighten any loose bolts in the fairing.,1,2
Bike,Edge,Basic,Perform a bike handlebar twist test,Check for smooth handlebar operation and responsiveness.,1,2
Bike,Edge,Basic,Please activate bike's launch control for drag racing,Utilize launch control for optimized drag race starts.,1,2
Bike,Edge,Basic,Check for proper coolant level,Ensure the coolant level is within the recommended range.,1,2
Bike,Edge,Basic,Perform an emergency braking test,Practice emergency braking to improve response time.,1,2
Bike,Edge,Basic,Activate bike's GPS tracking for security,Use GPS tracking for theft recovery.,1,2
Bike,Edge,Basic,Check for proper clutch lever play,Adjust clutch lever play for optimal engagement.,1,2
Bike,Edge,Basic,Please engage bike's suspension preload adjustment,Set suspension preload for varying loads or riding conditions.,1,2
Bike,Edge,Basic,Activate rain mode,Use rain mode for safer riding in wet conditions.,1,2
Bike,Edge,Basic,Check for proper throttle body synchronization,Adjust throttle body synchronization for smooth idling.,1,2
Bike,Edge,Basic,Activate bike's dynamic traction control,Utilize dynamic traction control for enhanced grip.,1,2
Bike,Edge,Basic,Check for loose brake fluid reservoir caps,Ensure brake fluid reservoir caps are tightly secured.,1,2
Bike,Edge,Basic,Perform bike's sound check,Check exhaust sound for any unusual noises or irregularities.,1,2
Bike,Edge,Basic,Activate bike's drag torque control,Use drag torque control for smoother downshifts.,1,2
Bike,Edge,Tires/Tyres,Check for proper wheel spoke tension,Inspect and adjust wheel spoke tension for wheel integrity.,1,1
Bike,Edge,Basic,Perform a bike quick turn test,Practice quick turns for agile handling in tight spaces.,1,2
Bike,Edge,Basic,Activate bike's smart key system,Utilize smart key system for keyless ignition and security.,1,2
Bike,Edge,Basic,Check for loose bolts in the sideview mirrors,Inspect and tighten any loose bolts in the mirrors.,1,2
Bike,Edge,Basic,Activate bike's cruise control,Set your desired speed for hands-free cruising.,1,2
Bike,Edge,Basic,Check for proper brake lever play,Adjust brake lever play for comfortable braking.,1,2
Bike,Edge,Basic,Perform an emergency switchover,Switch to the reserve fuel tank in case of low fuel.,1,2
Bike,Edge,Basic,Activate bike's quick response suspension,Utilize quick response suspension for adaptive damping.,1,2
Bike,Edge,Basic,Check for loose bolts in the rear sprocket,Inspect and tighten any loose bolts in the rear sprocket.,1,2
Bike,Edge,Basic,Perform a bike chain tension test,Ensure the chain tension meets manufacturer specifications.,1,2
Bike,Edge,Basic,Activate bike's hill descent control,Use hill descent control for controlled descents on slopes.,1,2
Bike,Edge,Basic,Check for proper radiator coolant mixture,Ensure the correct ratio of coolant to water in the radiator.,1,2
Bike,Edge,Basic,Perform a bike brake bleeding,Remove air bubbles from the brake system for optimal braking performance.,1,2
Bike,Edge,Basic,Activate bike's electronic quick shifter,Utilize electronic quick shifter for seamless gear changes.,1,2
Bike,Edge,Basic,Check for loose bolts in the handlebar clamp,Inspect and tighten any loose bolts in the handlebar clamp.,1,2
Bike,Edge,Basic,Perform a bike suspension rebound adjustment,Adjust suspension rebound for improved handling.,1,2
Bike,Edge,Basic,Activate bike's dynamic engine braking control,Utilize dynamic engine braking control for smoother descents.,1,2
Bike,Edge,Basic,Check for proper chain lubrication,Ensure the chain is adequately lubricated for longevity.,1,2
Bike,Edge,Basic,Perform a bike throttle response test,Evaluate throttle response for optimal engine performance.,1,2
Bike,Edge,Basic,Activate bike's ABS,Use cornering ABS for enhanced braking during turns.,1,2
Bike,Edge,Tires/Tyres,Check for loose bolts in the swingarm pivot,Inspect and tighten any loose bolts in the swingarm pivot.,1,1
Bike,Edge,Basic,Perform a bike spark plug inspection,Check spark plugs for signs of wear or fouling.,1,2
Bike,Edge,Basic,Activate bike's eco mode,Utilize eco mode for fuel-efficient riding.,1,2
Bike,Edge,Tires/Tyres,Check for proper front fork alignment,Ensure the front forks are aligned for stability.,1,1
Bike,Edge,Tires/Tyres,Perform a bike fork seal inspection,Check fork seals for leaks or damage.,1,1
Bike,Edge,Basic,Activate bike's traction control in wet conditions,Utilize traction control for safer riding on wet surfaces.,1,2
Bike,Edge,Basic,Check for loose bolts in the footpeg mounts,Inspect and tighten any loose bolts in the footpeg mounts.,1,2
Bike,Edge,Basic,Perform a bike frame alignment test,Ensure the frame is aligned for proper handling.,1,2
Bike,Edge,Basic,Activate bike's anti-stall feature,Utilize anti-stall for smoother low-speed maneuvering.,1,2
Bike,Edge,Tires/Tyres,Check for proper tire/tyre tread depth,Ensure tire/tyre treads meet legal and safety requirements.,1,1
Bike,Edge,Basic,Perform a bike throttle body cleaning,Clean throttle bodies for improved engine efficiency.,1,2
Bike,Edge,Basic,Activate bike's ride-by-wire throttle modes,Choose throttle modes for different riding scenarios.,1,2
Bike,Edge,Basic,Check for loose bolts in the rear shock mount,Inspect and tighten any loose bolts in the rear shock mount.,1,2
Bike,Edge,Basic,Perform a bike brake pad replacement,Replace brake pads if they have reached their wear limit.,1,2
Bike,Edge,Basic,Activate bike's windscreen adjustment,Adjust the windscreen for optimal wind protection.,1,2
Bike,Edge,Basic,Check for proper brake fluid,Ensure the correct brake fluid type is used in the system.,1,2
Bike,Edge,Basic,Activate bike's dynamic engine mapping,Utilize dynamic engine mapping for optimized performance.,1,2
Bike,Edge,Basic,Check for loose bolts in the handlebar grips,Inspect and tighten any loose bolts in the handlebar grips.,1,2
Bike,Edge,Tires/Tyres,Perform a bike wheel balancing test,Ensure the wheels are properly balanced for a smooth ride.,1,1
Bike,Edge,Tires/Tyres,Activate bike's cornering traction control,Utilize cornering traction control for enhanced stability in turns.,1,1
Bike,Edge,Basic,Check for proper throttle position sensor calibration,Calibrate the throttle position sensor for accurate readings.,1,2
Bike,Edge,Basic,Perform a bike suspension compression adjustment,Adjust suspension compression for varying road conditions.,1,2
Bike,Edge,Basic,Activate bike's intelligent brake system,Utilize intelligent brake system for optimal braking distribution.,1,2
Bike,Edge,Basic,Check for loose bolts in the brake calipers,Inspect and tighten any loose bolts in the brake calipers.,1,2
Bike,Edge,Basic,Perform a bike headlight alignment test,Ensure the headlights are properly aligned for optimal visibility.,1,2
Bike,Edge,Basic,Activate bike's launch control for drag racing,Utilize launch control for lightning-fast drag race starts.,1,2
Bike,Edge,Battery/Fuel,Perform a bike transmission oil change,Regularly change transmission oil for smooth gear shifting.,1,0
Bike,Edge,Basic,Activate bike's adjustable footpeg positions,Adjust footpeg positions for a customized and comfortable ride.,1,2
Bike,Edge,Basic,Check for loose bolts in the front fork mounts,Inspect and tighten any loose bolts in the front fork mounts.,1,2
Bike,Edge,Basic,Lock the Bike,locks the bike,1,2
Bike,Edge,Basic,Unlock the Bike,unlocks the bike,1,2
Bike,Edge,Basic,Activate bike's off-road mode,Utilize off-road mode for optimized performance on unpaved surfaces.,1,2
Bike,Edge,Tires/Tyres,Check for proper wheelbase measurement,Ensure the wheelbase meets manufacturer specifications for stability.,1,1
Bike,Edge,Basic,Perform a bike suspension rebound damping test,Adjust suspension rebound damping for improved handling.,1,2
Bike,Edge,Basic,Activate bike's quick action throttle,Utilize quick action throttle for rapid and precise throttle response.,1,2
Bike,Edge,Basic,Check for loose bolts in the rear brake caliper,Inspect and tighten any loose bolts in the rear brake caliper.,1,2
Bike,Edge,Basic,Perform a bike clutch cable lubrication,Regularly lubricate the clutch cable for smooth operation.,1,2
Bike,Edge,Basic,Activate bike's anti-rear wheel lift system,Utilize anti-rear wheel lift system for stable braking during hard deceleration.,1,2
Bike,Edge,Tires/Tyres,Check for proper tire/tyre balancing,Ensure Tires/Tyres are balanced to prevent vibrations and uneven wear.,1,1
Bike,Edge,Basic,Perform a bike fork oil level inspection,Check fork oil levels for optimal suspension performance.,1,2
Bike,Edge,Basic,Activate bike's selectable ride modes,Choose ride modes for different riding conditions and preferences.,1,2
Bike,Edge,Basic,Check for loose bolts in the rear suspension linkage,Inspect and tighten any loose bolts in the rear suspension linkage.,1,2
Bike,Edge,Basic,Perform a bike throttle cable lubrication,Regularly lubricate the throttle cable for smooth throttle operation.,1,2
Bike,Edge,Basic,Activate bike's adjustable brake lever,Adjust the brake lever for personalized reach and comfort.,1,2
Bike,Edge,Basic,Check for proper alignment of the bike's triple clamp,Ensure the triple clamp is aligned for accurate steering.,1,2
Bike,Edge,Basic,Perform  fork seal replacement,Replace fork seals if they show signs of leaks or damage.,1,2
Bike,Edge,Basic,Check for loose bolts in the bike's exhaust header,Inspect and tighten any loose bolts in the exhaust header.,1,2
Bike,Edge,Basic,Perform a bike suspension sag measurement,Adjust suspension sag for optimal weight distribution.,1,2
Bike,Edge,Basic,Activate bike's personalized rider profile,Create a personalized rider profile for customized bike settings.,1,2
Bike,Edge,Basic,Activate bike's auto-rev matching,Utilize auto-rev matching for seamless downshifts.,1,2
Bike,Edge,Basic,Check for loose bolts in the bike's frame,Inspect and tighten any loose bolts in the frame.,1,2
Bike,Edge,Tires/Tyres,Perform a bike tire/tyre pressure adjustment,Adjust tire/tyre pressure for optimal traction and handling.,1,1
Bike,Edge,Basic,Activate bike's adaptive cruise control,Utilize adaptive cruise control for maintaining a set following distance.,1,2
Bike,Edge,Basic,Check for proper brake rotor thickness,Ensure brake rotors meet the recommended thickness.,1,2
Bike,Edge,Basic,Perform a bike engine oil level check,Verify engine oil level to ensure proper lubrication.,1,2
Bike,Edge,Basic,Activate bike's variable valve timing,Utilize variable valve timing for improved engine efficiency.,1,2
Bike,Edge,Basic,Check for loose bolts in the bike's fairing brackets,Inspect and tighten any loose bolts in the fairing brackets.,1,2
Bike,Edge,Basic,Perform a bike throttle body synchronization,Adjust throttle body synchronization for even engine performance.,1,2
Bike,Edge,Basic,Activate bike's hill start control,Utilize hill start control for easy starts on inclines.,1,2
Bike,Edge,Basic,Check for proper brake master cylinder fluid,Ensure brake master cylinder fluid is at the correct level.,1,2
Bike,Edge,Basic,Perform a bike spark plug gap inspection,Check spark plug gaps for optimal combustion.,1,2
Bike,Edge,Basic,Activate bike's head lights,Utilize cornering lights for enhanced visibility in turns.,1,2
Bike,Edge,Basic,Check for loose bolts in the bike's front shock linkage,Inspect and tighten any loose bolts in the rear shock linkage.,1,2
Bike,Edge,Basic,Perform a bike coolant flush,Regularly flush the coolant system for efficient engine cooling.,1,2
Bike,Edge,Basic,Activate bike's heated seats,Use heated seats for comfort in colder weather.,1,2
Bike,Edge,Basic,Check for right brake lever position,Adjust brake lever position for comfortable braking.,1,2
Bike,Edge,Basic,Perform a bike exhaust system inspection,Inspect the exhaust system for leaks or damage.,1,2
Bike,Edge,Basic,Activate bike's linked braking system,Utilize linked braking for simultaneous front and rear brake engagement.,1,2
Bike,Edge,Basic,Check for loose bolts in the bike's swingarm pivot,Inspect and tighten any loose bolts in the swingarm pivot.,1,2
Bike,Edge,Basic,Perform a bike air filter replacement,Replace the air filter for optimal engine performance.,1,2
Bike,Edge,Tires/Tyres,Activate bike's tire/tyre pressure monitoring system,Utilize tire/tyre pressure monitoring for real-time pressure information.,1,1
Bike,Edge,Basic,Check for proper clutch lever position,Adjust clutch lever position for comfortable engagement.,1,2
Bike,Edge,Tires/Tyres,Perform a bike tire/tyre tread depth inspection,Check tire/tyre tread depth for safe and legal limits.,1,1
Bike,Edge,Basic,Start Engine,Processing your fuel related command please wait,1,2
Bike,Edge,Basic,Stop Engine,Processing your fuel related command please wait,1,2
Bike,Edge,Basic,Activate bike's rain mode,Utilize rain mode for safer riding in wet conditions.,1,2
Bike,Edge,Battery/Fuel,Perform a bike fuel injector cleaning,Clean fuel injectors for improved fuel atomization.,1,0
Bike,Edge,Tires/Tyres,Activate bike's tire/tyre temperature monitoring,Utilize tire/tyre temperature monitoring for optimal tire/tyre performance.,1,1
